Posted On,BHK,Rent,Size,Offered Floor,Total Floors,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent per Sq M,Avg Rent in Locality
2022-05-31,2,15000,700,2,2,Carpet Area,Choolaimedu,Chennai,Unfurnished,Bachelors,2,Contact Agent,21.43,16500.0
2022-05-13,1,14000,420,1,2,Carpet Area,Mambalam West,Chennai,Unfurnished,Bachelors,1,Contact Owner,33.33,14714.29
2022-05-06,2,10000,750,1,1,Carpet Area,Pattabiram,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,13.33,8125.0
2022-05-16,2,11000,800,1,2,Carpet Area,East Coast Road,Chennai,Unfurnished,Family,2,Contact Owner,13.75,11000.0
2022-05-15,2,15000,2800,-1,1,Carpet Area,Pudur,Chennai,Unfurnished,Family,2,Contact Owner,5.36,15000.0
2022-05-20,4,55000,2400,2,3,Carpet Area,Thiruvanmiyur,Chennai,Unfurnished,Bachelors/Family,4,Contact Agent,22.92,23055.56
2022-05-28,2,15000,600,9,18,Carpet Area,villvam towers tnhb colony,Chennai,Unfurnished,Bachelors,2,Contact Owner,25.0,15000.0
2022-05-16,3,34500,450,1,3,Carpet Area,Teynampet,Chennai,Semi-Furnished,Bachelors,3,Contact Owner,76.67,36750.0
2022-05-29,2,22000,800,1,1,Carpet Area,"R.A Puram, Mandaiveli",Chennai,Unfurnished,Family,2,Contact Owner,27.5,51500.0
2022-05-01,2,10000,650,2,2,Carpet Area,Near Jeyachandran textiles,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,15.38,10000.0
2022-05-30,2,11500,1250,1,2,Carpet Area,S.Kolathur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,9.2,10750.0
2022-05-20,2,13000,660,1,2,Carpet Area,Virugambakkam,Chennai,Semi-Furnished,Family,2,Contact Agent,19.7,23249.83
2022-05-31,1,9000,700,2,2,Carpet Area,Sivalingapuram,Chennai,Semi-Furnished,Family,1,Contact Owner,12.86,9000.0
2022-05-28,3,60000,1700,8,11,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,35.29,30166.67
2022-05-10,1,12000,650,2,3,Carpet Area,355 konnur highroad Ayanavaram,Chennai,Semi-Furnished,Family,2,Contact Owner,18.46,12000.0
2022-05-20,2,11000,780,2,14,Carpet Area,Mugalivakkam,Chennai,Semi-Furnished,Family,2,Contact Owner,14.1,9666.67
2022-05-27,3,65000,2200,3,4,Carpet Area,Alwarpet,Chennai,Unfurnished,Bachelors,3,Contact Agent,29.55,61400.0
2022-05-22,2,12000,619,2,8,Carpet Area,"Chromepet, GST Road",Chennai,Furnished,Bachelors/Family,1,Contact Owner,19.39,19833.33
2022-05-08,2,8500,700,1,2,Carpet Area,Ambattur,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,12.14,10164.29
2022-05-25,2,9000,600,2,3,Carpet Area,"Valasaravakkam, Arcot Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,15.0,15900.0
2022-05-23,1,6500,450,3,3,Carpet Area,Mahindra World City,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,14.44,13333.33
2022-05-29,2,22000,800,1,1,Carpet Area,"R.A Puram, Mandaiveli",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,27.5,51500.0
2022-05-15,2,15000,1330,2,2,Carpet Area,Madipakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner,11.28,17012.5
2022-05-30,2,17500,650,2,3,Carpet Area,Thiruvanmiyur,Chennai,Furnished,Bachelors/Family,2,Contact Owner,26.92,23055.56
2022-05-16,1,5000,800,1,2,Carpet Area,N G O nagar extn ponneri,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,6.25,5000.0
2022-05-29,2,18000,1375,1,2,Carpet Area,"Central Bank Colony, Chromepet",Chennai,Furnished,Family,1,Contact Owner,13.09,18000.0
2022-05-16,4,65000,2000,4,4,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors,3,Contact Agent,32.5,61600.0
2022-05-29,2,15000,800,2,2,Carpet Area,Adambakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,18.75,13785.71
2022-05-23,1,7000,600,1,1,Carpet Area,"Ganapathipuram, Chromepet",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,11.67,7000.0
2022-05-20,1,10000,550,1,2,Carpet Area,Arumbakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,18.18,12333.33
2022-05-10,3,20000,1175,4,4,Carpet Area,Lanchor Abode valley,Chennai,Furnished,Bachelors,2,Contact Owner,17.02,20000.0
2022-05-01,2,11500,700,1,2,Carpet Area,Madipakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,16.43,17012.5
2022-05-19,2,9500,700,1,2,Carpet Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,13.57,12237.5
2022-05-18,2,18000,700,2,2,Carpet Area,Choolaimedu,Chennai,Unfurnished,Bachelors,2,Contact Agent,25.71,16500.0
2022-05-20,3,15000,1402,3,4,Carpet Area,Polacheri,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,10.7,15000.0
2022-05-28,1,12500,630,1,2,Carpet Area,"VGP Seethapathy Nagar, Velachery",Chennai,Semi-Furnished,Bachelors,1,Contact Owner,19.84,12500.0
2022-05-31,3,20000,1200,2,2,Carpet Area,Indira Colony,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,16.67,20000.0
2022-05-27,2,12500,900,1,2,Carpet Area,Ambattur,Chennai,Unfurnished,Bachelors,2,Contact Owner,13.89,10164.29
2022-05-06,3,17000,1400,29,31,Carpet Area,Old Mahabalipuram Road,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,12.14,21692.31
2022-05-13,3,22000,1400,4,4,Carpet Area,Chembarambakkam,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,15.71,22000.0
2022-05-09,3,10000,1000,2,8,Carpet Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,10.0,12237.5
2022-05-30,2,12000,650,2,3,Carpet Area,Old Washermanpet,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,18.46,11500.0
2022-05-25,2,13000,1100,3,4,Carpet Area,Irumbuliyur,Chennai,Unfurnished,Family,2,Contact Owner,11.82,14000.0
2022-05-25,1,8500,200,2,3,Carpet Area,Arumbakkam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,42.5,12333.33
2022-05-25,3,34000,1503,4,7,Carpet Area,Ram Nagar-Nanganallur,Chennai,Semi-Furnished,Family,2,Contact Owner,22.62,34000.0
2022-05-18,2,20000,700,1,2,Carpet Area,Mambalam West,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,28.57,14714.29
2022-05-19,2,13000,730,2,3,Carpet Area,Keelkattalai,Chennai,Semi-Furnished,Family,2,Contact Owner,17.81,11333.33
2022-05-05,3,14500,1107,4,5,Carpet Area,sspdl Mayfair,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,13.1,14500.0
2022-05-03,3,17000,800,2,3,Carpet Area,Royapettah,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,21.25,22250.0
2022-05-13,1,8000,281,1,1,Carpet Area,Thiruvanmiyur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,28.47,23055.56
2022-05-22,3,17500,950,4,5,Carpet Area,chettipunniyam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,18.42,17500.0
2022-05-20,3,27000,1500,4,4,Carpet Area,Sholinganallur,Chennai,Semi-Furnished,Family,3,Contact Owner,18.0,27500.0
2022-05-16,2,16500,200,2,3,Carpet Area,"Purasawalkam, PH Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,82.5,16583.33
2022-05-15,3,14000,1800,1,2,Carpet Area,"TTK Nagar, Tambaram",Chennai,Semi-Furnished,Family,3,Contact Owner,7.78,14000.0
2022-05-20,3,15000,1100,1,2,Carpet Area,"Ponniamman Nagar, Iyyappanthangal",Chennai,Unfurnished,Family,2,Contact Owner,13.64,15000.0
2022-05-31,1,10000,500,1,2,Carpet Area,Kodambakkam,Chennai,Unfurnished,Bachelors,1,Contact Agent,20.0,17062.5
2022-05-01,2,10500,1000,2,2,Carpet Area,Kambar Nagar-Kolathur,Chennai,Semi-Furnished,Family,2,Contact Owner,10.5,10500.0
2022-05-17,3,40000,1250,3,4,Carpet Area,T Nagar,Chennai,Semi-Furnished,Bachelors,3,Contact Agent,32.0,50777.78
2022-05-17,1,18000,475,3,11,Carpet Area,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Agent,37.89,27500.0
2022-05-19,2,23000,1050,12,12,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,2,Contact Agent,21.9,30166.67
2022-05-19,2,25000,1050,10,12,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,2,Contact Agent,23.81,30166.67
2022-05-10,3,8500,1062,2,3,Carpet Area,Siruseri,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,8.0,18833.33
2022-05-06,2,17000,950,2,2,Carpet Area,Madipakkam,Chennai,Unfurnished,Family,2,Contact Owner,17.89,17012.5
2022-05-01,3,23000,1000,2,3,Carpet Area,Keelkatalai,Chennai,Unfurnished,Bachelors,3,Contact Owner,23.0,23000.0
2022-05-01,2,9500,650,2,2,Carpet Area,Pallikaranai,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,14.62,10937.5
2022-05-06,1,5000,550,1,2,Carpet Area,"Tambaram, GST Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,9.09,8000.0
2022-05-25,1,8000,700,1,2,Carpet Area,"Nemilichery, Chromepet",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,11.43,10666.67
2022-05-25,2,16000,820,1,2,Carpet Area,Purasaiwakkam,Chennai,Semi-Furnished,Family,2,Contact Owner,19.51,15500.0
2022-05-19,3,34000,1125,9,12,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent,30.22,30166.67
2022-05-17,2,22000,1000,3,4,Carpet Area,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,22.0,50777.78
2022-05-03,2,14000,800,2,3,Carpet Area,Choolaimedu High Road,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,17.5,14000.0
2022-05-17,3,16000,1420,1,1,Carpet Area,"Rajakipakkam, Sembakkam",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,11.27,16000.0
2022-05-19,3,35000,1152,11,14,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent,30.38,30166.67
2022-05-01,2,18000,700,1,1,Carpet Area,Thiruvanmiyur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,25.71,23055.56
2022-05-22,2,15000,900,2,3,Carpet Area,Ramapuram,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,16.67,13333.33
2022-05-30,1,5000,450,2,3,Carpet Area,Housing Board,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,11.11,5000.0
2022-05-19,3,32000,1050,5,12,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent,30.48,30166.67
2022-05-01,1,14000,650,2,3,Carpet Area,"Mattan Kuppam, Triplicane",Chennai,Furnished,Family,2,Contact Owner,21.54,14000.0
2022-05-19,3,33000,1075,8,12,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,3,Contact Agent,30.7,30166.67
2022-05-27,3,100000,2000,4,14,Carpet Area,Alwarpet,Chennai,Semi-Furnished,Bachelors,3,Contact Agent,50.0,61400.0
2022-05-01,2,15000,1500,1,2,Carpet Area,Madambakkam,Chennai,Unfurnished,Bachelors,2,Contact Owner,10.0,11875.0
2022-05-17,2,12000,1000,1,2,Carpet Area,Kolathur,Chennai,Unfurnished,Bachelors,2,Contact Owner,12.0,12500.0
2022-05-06,3,40000,1600,12,16,Carpet Area,Prestige Bellavista,Chennai,Unfurnished,Bachelors,3,Contact Owner,25.0,40000.0
2022-05-12,2,13000,890,2,2,Carpet Area,Oliyas Green court,Chennai,Unfurnished,Bachelors,2,Contact Owner,14.61,13000.0
2022-05-10,2,9000,700,2,2,Carpet Area,Keelkattalai,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,12.86,11333.33
2022-05-14,2,23000,850,2,2,Carpet Area,Choolaimedu,Chennai,Furnished,Bachelors/Family,2,Contact Owner,27.06,16500.0
2022-06-25,1,15000,650,1,2,Carpet Area,Kambar Colony,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,23.08,15000.0
2022-06-14,3,29000,1200,2,3,Carpet Area,Ashok Nagar,Chennai,Semi-Furnished,Bachelors,3,Contact Agent,24.17,23166.67
2022-06-20,2,23000,920,2,3,Carpet Area,KK Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,25.0,27400.0
2022-06-28,2,10000,600,1,2,Carpet Area,Sadhanadhapuram,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,16.67,10000.0
2022-06-11,2,10000,810,1,1,Carpet Area,"Tambaram West, Tambaram, Chennai Bypass Road",Chennai,Unfurnished,Bachelors,1,Contact Owner,12.35,12300.0
2022-06-27,4,22000,2117,20,21,Carpet Area,Sholinganallur,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Owner,10.39,27500.0
2022-06-21,2,18000,1100,1,3,Carpet Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,16.36,22852.88
2022-06-28,2,8000,650,1,1,Carpet Area,"Bunder Garden, Perambur",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,12.31,8000.0
2022-06-23,2,10000,790,2,3,Carpet Area,Kovilancheri,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,12.66,10000.0
2022-06-02,1,8900,550,1,1,Carpet Area,"Karambakkam, Porur",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,16.18,8900.0
2022-06-17,2,11000,970,1,2,Carpet Area,Pallikaranai,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,11.34,10937.5
2022-06-17,2,15000,674,1,3,Carpet Area,"Chromepet, GST Road",Chennai,Unfurnished,Bachelors,2,Contact Owner,22.26,19833.33
2022-06-29,3,40000,1800,4,5,Carpet Area,T Nagar,Chennai,Unfurnished,Bachelors,3,Contact Agent,22.22,50777.78
2022-06-17,2,33000,800,2,4,Carpet Area,Abiramapuram,Chennai,Unfurnished,Bachelors/Family,2,Contact Agent,41.25,22750.0
2022-06-30,2,12000,930,2,4,Carpet Area,Tiruvallur,Chennai,Furnished,Family,2,Contact Owner,12.9,12000.0
2022-06-25,3,26000,1100,4,5,Carpet Area,Jafferkhanpet,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,23.64,26000.0
2022-06-27,3,14000,1600,1,2,Carpet Area,Mathur,Chennai,Furnished,Bachelors/Family,3,Contact Owner,8.75,11250.0
2022-06-14,1,8000,400,0,2,Carpet Area,"Venkateshwara Nagar, Ramapuram, PH Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,20.0,8000.0
2022-06-10,2,15000,750,2,2,Carpet Area,YES YES SARAS,Chennai,Unfurnished,Bachelors,2,Contact Owner,20.0,15000.0
2022-06-23,3,25000,1425,3,14,Carpet Area,"Perungalathur, Chennai Bypass Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,17.54,11178.57
2022-06-04,3,8500,1261,4,4,Carpet Area,Thiruporur,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,6.74,8500.0
2022-06-28,2,11000,425,1,2,Carpet Area,Old Washermanpet,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,25.88,11500.0
2022-06-14,3,90000,2300,3,4,Carpet Area,Gopalapuram,Chennai,Semi-Furnished,Bachelors,3,Contact Agent,39.13,51500.0
2022-06-13,2,13000,850,1,1,Carpet Area,AGS Colony-Velachery,Chennai,Unfurnished,Family,2,Contact Owner,15.29,17000.0
2022-06-27,3,16000,1158,3,4,Carpet Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,13.82,11750.0
2022-06-29,2,7500,750,1,2,Carpet Area,Oragadam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,10.0,15833.33
2022-06-29,2,12000,570,1,2,Carpet Area,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,21.05,11178.57
2022-06-02,3,70000,1500,2,4,Carpet Area,T Nagar,Chennai,Furnished,Bachelors/Family,3,Contact Owner,46.67,50777.78
2022-06-17,3,20000,1400,13,13,Carpet Area,"Padur, Old Mahabalipuram Road",Chennai,Semi-Furnished,Family,3,Contact Owner,14.29,16333.33
2022-06-05,1,8500,550,1,1,Carpet Area,"Arunachalam Nagar, Madipakkam",Chennai,Unfurnished,Bachelors,2,Contact Owner,15.45,8500.0
2022-06-27,2,25000,800,3,3,Carpet Area,Anna Nagar,Chennai,Semi-Furnished,Bachelors,2,Contact Agent,31.25,32187.5
2022-06-06,2,11000,1200,1,2,Carpet Area,"Tambaram West, Tambaram, Chennai Bypass Road",Chennai,Unfurnished,Bachelors,2,Contact Owner,9.17,12300.0
2022-06-13,2,12000,560,1,1,Carpet Area,Tambaram East,Chennai,Semi-Furnished,Family,2,Contact Owner,21.43,11800.0
2022-06-29,2,23000,1100,2,2,Carpet Area,Gopalapuram,Chennai,Unfurnished,Bachelors,2,Contact Agent,20.91,51500.0
2022-06-17,3,25000,1700,3,12,Carpet Area,"Padur, Old Mahabalipuram Road",Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,14.71,16333.33
2022-06-23,2,20000,850,6,17,Carpet Area,Oragadam,Chennai,Unfurnished,Bachelors,2,Contact Owner,23.53,15833.33
2022-06-22,3,26000,1567,4,4,Carpet Area,Old Mahabalipuram Road,Chennai,Furnished,Bachelors/Family,3,Contact Owner,16.59,21692.31
2022-06-06,2,14500,1150,1,2,Carpet Area,"Zamin Pallavaram, Pallavaram",Chennai,Unfurnished,Bachelors,2,Contact Owner,12.61,12250.0
2022-06-12,2,14000,560,2,2,Carpet Area,Medavakkam,Chennai,Semi-Furnished,Family,2,Contact Owner,25.0,12047.06
2022-06-20,3,23000,1060,3,32,Carpet Area,Mogappair East,Chennai,Unfurnished,Bachelors,2,Contact Owner,21.7,17750.0
2022-06-22,2,15000,650,2,2,Carpet Area,Old Washermanpet,Chennai,Unfurnished,Bachelors,2,Contact Owner,23.08,11500.0
2022-06-18,2,16000,1400,2,3,Carpet Area,Madipakkam,Chennai,Semi-Furnished,Bachelors,3,Contact Owner,11.43,17012.5
2022-06-29,2,12000,850,2,2,Carpet Area,Prashant Collony Extension,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,14.12,12000.0
2022-06-29,2,12000,850,2,2,Carpet Area,Sembakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,14.12,10000.0
2022-06-01,3,16500,1530,10,13,Carpet Area,"Padur, Old Mahabalipuram Road",Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,10.78,16333.33
2022-06-24,2,16000,935,2,3,Carpet Area,Porur,Chennai,Unfurnished,Bachelors,2,Contact Owner,17.11,18833.25
2022-06-02,3,20000,1500,2,3,Carpet Area,Tambaram East,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,13.33,11800.0
2022-06-28,2,10000,750,2,2,Carpet Area,Medavakkam,Chennai,Unfurnished,Bachelors,2,Contact Owner,13.33,12047.06
2022-06-25,2,10000,800,2,2,Carpet Area,Tambaram East,Chennai,Unfurnished,Family,2,Contact Owner,12.5,11800.0
2022-06-17,2,12000,600,1,1,Carpet Area,Saidapet,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,20.0,14000.0
2022-06-29,1,7500,150,2,3,Carpet Area,Choolaimedu,Chennai,Unfurnished,Bachelors,1,Contact Owner,50.0,16500.0
2022-06-07,3,16000,1525,7,29,Carpet Area,Thalambur,Chennai,Semi-Furnished,Family,3,Contact Owner,10.49,15600.0
2022-06-21,3,22000,1450,9,10,Carpet Area,Old Mahabalipuram Road,Chennai,Furnished,Bachelors/Family,3,Contact Owner,15.17,21692.31
2022-06-03,2,14000,1200,1,3,Carpet Area,Siruseri,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,11.67,18833.33
2022-06-17,3,90000,2100,3,4,Carpet Area,Alwarpet,Chennai,Unfurnished,Bachelors,3,Contact Agent,42.86,61400.0
2022-06-23,1,7000,800,2,3,Carpet Area,Jalladian Pet,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,8.75,7666.67
2022-06-29,2,14000,1200,2,2,Carpet Area,"Vetri Nagar, Perambur",Chennai,Unfurnished,Bachelors,2,Contact Owner,11.67,14000.0
2022-06-16,2,28000,2300,1,3,Carpet Area,Velachery,Chennai,Furnished,Bachelors,2,Contact Owner,12.17,16772.73
2022-06-22,3,16000,1200,2,3,Carpet Area,"Ayyappa Nagar, Pallavaram",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,13.33,16000.0
2022-06-20,3,20000,1500,-1,1,Carpet Area,Oragadam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,13.33,15833.33
2022-06-17,4,120000,2550,4,4,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors,4,Contact Agent,47.06,61600.0
2022-06-10,1,5000,800,1,2,Carpet Area,Kovur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,6.25,7900.0
2022-06-15,3,45000,1600,4,5,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Unfurnished,Bachelors/Family,3,Contact Agent,28.12,61600.0
2022-06-12,3,10000,80,3,4,Carpet Area,Pudupakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,125.0,12333.33
2022-06-25,2,8500,600,2,2,Carpet Area,58 block,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,14.17,8500.0
2022-06-29,3,25000,1440,4,6,Carpet Area,Mahindra World City,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,17.36,13333.33
2022-06-15,3,15000,1120,2,2,Carpet Area,BHEL Nagar-Medavakkam,Chennai,Unfurnished,Bachelors,2,Contact Owner,13.39,15000.0
2022-06-27,3,23000,900,3,3,Carpet Area,"Loganathan Colony, Mylapore",Chennai,Unfurnished,Bachelors,2,Contact Owner,25.56,23000.0
2022-06-19,2,12000,880,2,3,Carpet Area,Thiruneermalai,Chennai,Unfurnished,Family,2,Contact Owner,13.64,12000.0
2022-06-16,3,72000,1500,3,4,Carpet Area,"R.A Puram, Mandaiveli",Chennai,Semi-Furnished,Bachelors,3,Contact Agent,48.0,51500.0
2022-06-23,2,8500,900,1,2,Carpet Area,"Valasaravakkam, Arcot Road",Chennai,Unfurnished,Bachelors,1,Contact Owner,9.44,15900.0
2022-06-29,1,5000,550,1,2,Carpet Area,5000,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,9.09,5000.0
2022-06-17,2,9500,800,2,2,Carpet Area,"Ask Nagar, Adambakkam",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,11.88,9500.0
2022-06-07,3,18000,1200,1,2,Carpet Area,Nesapakkam,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,15.0,15000.0
2022-06-29,2,26000,1200,2,3,Carpet Area,Nungambakkam,Chennai,Semi-Furnished,Bachelors,2,Contact Agent,21.67,47800.0
2022-06-23,1,15000,1900,4,4,Carpet Area,Kailasapuram-Mylapore,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,7.89,15000.0
2022-06-24,2,30000,900,3,4,Carpet Area,Anna Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,33.33,32187.5
2022-06-24,2,14000,1050,1,2,Carpet Area,Perambur,Chennai,Unfurnished,Bachelors,2,Contact Owner,13.33,12285.71
2022-06-22,1,7500,390,1,1,Carpet Area,"Bharath Nagar, Porur",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,19.23,7500.0
2022-06-18,1,7000,550,1,3,Carpet Area,Mahindra World City,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,12.73,13333.33
2022-06-14,4,200000,2280,3,3,Carpet Area,Mylapore,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Agent,87.72,46285.71
2022-06-02,2,19000,800,2,4,Carpet Area,Thoraipakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,23.75,26625.0
2022-06-25,2,13000,925,2,2,Carpet Area,Nest bliss sholinganallur,Chennai,Unfurnished,Bachelors,2,Contact Owner,14.05,13000.0
2022-06-14,2,11000,950,1,2,Carpet Area,Menambedu,Chennai,Semi-Furnished,Family,2,Contact Owner,11.58,11000.0
2022-06-18,1,10000,550,3,3,Carpet Area,"Luz, Mylapore",Chennai,Unfurnished,Bachelors,1,Contact Owner,18.18,10000.0
2022-06-03,1,13500,450,4,4,Carpet Area,Kodambakkam,Chennai,Unfurnished,Bachelors,1,Contact Owner,30.0,17062.5
2022-06-27,2,8200,840,1,2,Carpet Area,rajakillpakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,9.76,8200.0
2022-06-27,2,20000,750,2,5,Carpet Area,Velachery,Chennai,Furnished,Family,2,Contact Owner,26.67,16772.73
2022-06-18,2,11000,700,2,3,Carpet Area,Tiruvottiyur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,15.71,11800.0
2022-06-06,2,25000,1000,2,2,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors,2,Contact Agent,25.0,61600.0
2022-06-14,4,100000,2240,1,3,Carpet Area,Anna Nagar,Chennai,Furnished,Bachelors/Family,4,Contact Agent,44.64,32187.5
2022-06-14,2,12000,1200,2,3,Carpet Area,CBI Colony,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,10.0,12000.0
2022-06-23,2,11500,1100,2,3,Carpet Area,"Valasaravakkam, Arcot Road",Chennai,Semi-Furnished,Bachelors,2,Contact Owner,10.45,15900.0
2022-06-04,3,10000,1200,2,3,Carpet Area,Kovur,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,8.33,7900.0
2022-06-15,1,8000,650,2,3,Carpet Area,Sholinganallur,Chennai,Unfurnished,Bachelors,1,Contact Owner,12.31,27500.0
2022-06-21,2,7000,1100,1,2,Carpet Area,Kayarambedu,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,6.36,7500.0
2022-06-23,1,7500,800,2,2,Carpet Area,Jalladian Pet,Chennai,Unfurnished,Bachelors,1,Contact Owner,9.38,7666.67
2022-06-22,2,17000,1200,2,3,Carpet Area,Cmbt,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,14.17,17000.0
2022-06-22,2,13000,720,2,2,Carpet Area,"Sakthi Nagar, Adambakkam",Chennai,Unfurnished,Family,2,Contact Owner,18.06,13000.0
2022-06-19,3,36000,1750,2,4,Carpet Area,Anna Nagar,Chennai,Unfurnished,Bachelors,3,Contact Agent,20.57,32187.5
2022-06-10,2,23000,900,4,5,Carpet Area,besant nagar Chennai,Chennai,Unfurnished,Bachelors,2,Contact Owner,25.56,23000.0
2022-06-16,3,16000,1000,2,3,Carpet Area,Ponniammanmedu,Chennai,Unfurnished,Bachelors,2,Contact Owner,16.0,13833.33
2022-06-04,2,10000,800,1,1,Carpet Area,Guduvancheri,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,12.5,10724.25
